Origin,0,0,0,0.1,0,0,0,0.2,0,,F_RootHole,B_RootHole,
F_RootHole,0,2,9,0.1,0,0.4,0,0.2,0,front,R526,D501,
R526,0361ad,0.8,1.6,0.45,-1,2.8,0,0.325,270,front,ZD502,null,
ZD502,470fff,2.7,1.35,0.78,-1,4.25,0,0.325,180,front,null,null,
D501,2e6ef0,3.85,1.7,1.45,-1,0.4,9.4,0.325,180,front,D506,ZD501,
D506,225d6e,2.8,1.35,1.1,-1,4.9,2,0.325,0,front,R515,null,
R515,6857b5,1.6,3.2,0.6,-1,8.35,0,0.325,270,front,D509,null,
D509,3181f2,1.7,3.85,1.45,-1,10.6,0,0.325,90,front,null,null,
ZD501,0e5ac4,3.85,1.7,1.45,-1,0.4,11.75,0.325,180,front,Q504,C507,
Q504,3282bf,6.15,5.35,1,-1,4.9,4.5,0.325,270,front,null,R501,
R501,191282,1.25,2,0.5,-1,4.9,10.5,0.325,270,front,L501,null,
L501,368f99,4.6,4.1,2,-1,6.8,10.5,0.325,180,front,M503,null,
M503,1a1a1a,9.4,13.43,1.35,0,12.05,4.5,0.2,0,front,C512,null,
C512,f27a46,1.9,3.5,1.9,1,21.85,0,0.325,90,front,null,C519,
C519,d49c11,1.25,2,1.25,1,21.85,4.15,0.325,270,front,D508,R519,
D508,ffc72b,2,3.9,1.2,1,23.75,4.15,0.325,270,front,null,null,
R519,ff8e61,1.02,0.51,0.51,1,21.85,6.8,0.325,0,front,R530,ZD504,
R530,f24b4b,1.6,3.2,0.6,1,23.52,8.7,0.325,90,front,null,R531,
R531,ff6161,3.2,1.6,0.6,1,23.52,12.55,0.325,180,front,null,null,
ZD504,e02900,3.6,5.4,2.3,1,21.85,14.8,0.325,90,front,null,R523,
R523,ad430e,0.8,1.6,0.45,1,21.85,20.85,0.325,90,front,D505,R532,
D505,fc9803,3.9,2,1.5,1,23.3,20.85,0.325,180,front,null,null,
R532,e0a500,1.6,3.2,0.6,1,21.85,23.5,0.325,90,front,null,null,
C507,094a66,6.8,7.8,6.1,-1,0.4,15.25,0.325,270,front,C520,D503,
C520,7babd1,1,0.5,0.5,-1,7.85,15.25,0.325,180,front,null,R520,
R520,9049A1,1.02,0.51,0.51,-1,7.85,16.4,0.325,180,front,R517,null,
R517,4e1f8c,2,1.25,0.6,-1,9.52,18.33,0.325,180,front,null,C502,
C502,4595ad,1.9,3.5,1.9,-1,9.52,20.23,0.325,270,front,null,null,
D503,2225d6,3.9,2,1.5,-1,0.4,23.7,0.325,180,front,C506,null,
C506,1f2a8c,1.6,3.2,1.6,-1,4.95,23.7,0.325,90,front,R503,null,
R503,055d7d,1.6,3.2,0.6,-1,7.2,23.7,0.325,270,front,null,null,
B_RootHole,0,2,9,0.1,0,0,0,0.2,0,back,C525,C511,
C525,385369,1.6,0.8,0.8,-1,2.4,0,0.325,180,back,R527,C518,
R527,00a5e0,0.51,1.02,0.51,-1,4.65,0,0.325,270,back,C505,R518,
C505,092cb8,3.2,1.6,1.6,-1,5.81,0,0.325,0,back,null,null,
R518,3609d9,1.02,0.51,0.51,-1,4.65,2.25,0.325,0,back,null,null,
C518,2e6ef0,0.8,1.6,0.8,-1,2.4,1.45,0.325,270,back,null,null,
C511,5a12a6,1.9,3.5,1.9,-1,0,9.4,0.325,270,back,T501,null,
T501,cecad488,24,22,24.9,0,2.55,3.7,0.2,0,back,null,null,
