Origin,0,0,0,0.1,0,0,0,0.2,0,,F_RootHole,B_RootHole,
F_RootHole,0,2,9,0.1,0,0.4,0,0.2,0,front,C525,D501,
C525,385369,0.8,1.6,0.8,-1,2.8,0,0.325,270,front,ZD502,null,
ZD502,470fff,2.7,1.35,0.78,-1,4.25,0,0.325,180,front,null,null,
D501,2e6ef0,3.85,1.7,1.45,-1,0.4,9.4,0.325,180,front,D506,ZD501,
D506,225d6e,2.8,1.35,1.1,-1,4.9,2,0.325,0,front,D503,null,
D503,2225d6,3.9,2,1.5,-1,8.35,0,0.325,180,front,null,R503,
R503,055d7d,3.2,1.6,0.6,-1,8.35,2.65,0.325,0,front,null,null,
ZD501,0e5ac4,3.85,1.7,1.45,-1,0.4,11.75,0.325,180,front,Q504,C507,
Q504,3282bf,6.15,5.35,1,-1,4.9,4.9,0.325,270,front,null,R501,
R501,191282,1.25,2,0.5,-1,4.9,10.9,0.325,270,front,L501,null,
L501,368f99,4.6,4.1,2,-1,6.8,10.9,0.325,180,front,M503,null,
M503,1a1a1a,9.4,13.43,1.35,0,12.05,4.9,0.2,0,front,C512,null,
C512,f27a46,3.5,1.9,1.9,1,21.85,0,0.325,0,front,null,C519,
C519,d49c11,1.25,2,1.25,1,21.85,2.55,0.325,270,front,D508,R519,
D508,ffc72b,2,3.9,1.2,1,23.75,2.55,0.325,90,front,null,null,
R519,ff8e61,1.02,0.51,0.51,1,21.85,5.2,0.325,0,front,R530,ZD504,
R530,f24b4b,1.6,3.2,0.6,1,23.52,7.1,0.325,270,front,null,R531,
R531,ff6161,3.2,1.6,0.6,1,23.52,10.95,0.325,180,front,null,null,
ZD504,e02900,3.6,5.4,2.3,1,21.85,13.2,0.325,90,front,R523,R532,
R523,ad430e,0.8,1.6,0.45,1,26.1,13.2,0.325,270,front,null,null,
R532,e0a500,1.6,3.2,0.6,1,21.85,19.25,0.325,90,front,null,D505,
D505,fc9803,3.9,2,1.5,1,21.85,23.1,0.325,180,front,null,null,
C507,094a66,6.8,7.8,6.1,-1,0.4,15.65,0.325,90,front,C520,R517,
C520,7babd1,0.5,1,0.5,-1,7.85,15.65,0.325,270,front,R527,C502,
R527,00a5e0,0.51,1.02,0.51,-1,9,15.65,0.325,270,front,C518,null,
C518,2e6ef0,0.8,1.6,0.8,-1,10.16,15.65,0.325,90,front,null,R526,
R526,0361ad,0.8,1.6,0.45,-1,10.16,17.9,0.325,90,front,null,null,
C502,4595ad,1.9,3.5,1.9,-1,7.85,20.15,0.325,270,front,R518,null,
R518,3609d9,1.02,0.51,0.51,-1,10.4,20.15,0.325,180,front,null,C505,
C505,092cb8,1.6,3.2,1.6,-1,10.4,21.31,0.325,90,front,null,null,
R517,4e1f8c,2,1.25,0.6,-1,0.4,24.1,0.325,180,front,C506,null,
C506,1f2a8c,3.2,1.6,1.6,-1,3.05,24.1,0.325,0,front,R520,null,
R520,9049A1,1.02,0.51,0.51,-1,6.9,24.3,0.325,180,front,null,null,
B_RootHole,0,2,9,0.1,0,0,0,0.2,0,back,D509,C511,
D509,3181f2,3.85,1.7,1.45,-1,2.4,0,0.325,180,back,R515,null,
R515,6857b5,1.6,3.2,0.6,-1,6.9,0,0.325,270,back,null,null,
C511,5a12a6,1.9,3.5,1.9,-1,0,9.4,0.325,270,back,T501,null,
T501,cecad488,24,22,24.9,0,2.55,3.85,0.2,0,back,null,null,
