Origin,0,0,0,0.1,0,0,0,0.2,0,,F_RootHole,B_RootHole,
F_RootHole,0,2,9,0.1,0,0.4,0,0.2,0,front,R501,C507,
R501,191282,2,1.25,0.5,-1,2.8,0,0.325,0,front,Q504,R527,
Q504,3282bf,5.35,6.15,1,-1,5.45,0,0.325,0,front,C518,ZD502,
C518,a65735,1.6,0.8,0.8,-1,11.45,0,0.325,0,front,R523,D509,
R523,ad430e,1.6,0.8,0.45,1,13.7,0,0.325,180,front,null,null,
D509,3181f2,1.7,3.85,1.45,-1,11.45,1.45,0.325,270,front,D508,null,
D508,ffc72b,3.9,2,1.2,1,13.8,1.45,0.325,0,front,null,null,
ZD502,470fff,2.7,1.35,0.78,-1,5.45,6.8,0.325,0,front,D506,null,
D506,225d6e,2.8,1.35,1.1,-1,8.8,6.8,0.325,0,front,null,R503,
R503,055d7d,3.2,1.6,0.6,-1,8.8,8.8,0.325,0,front,C519,R518,
C519,d49c11,2,1.25,1.25,1,12.65,5.95,0.325,180,front,R531,R532,
R531,ff6161,3.2,1.6,0.6,1,15.3,4.1,0.325,0,front,R519,null,
R519,ff8e61,1.02,0.51,0.51,1,19.15,0,0.325,0,front,null,null,
R532,e0a500,3.2,1.6,0.6,1,12.65,7.85,0.325,0,front,null,null,
R518,3609d9,1.02,0.51,0.51,-1,8.8,11.05,0.325,0,front,null,null,
R527,00a5e0,1.02,0.51,0.51,-1,2.8,1.9,0.325,180,front,null,C505,
C505,092cb8,3.2,1.6,1.6,-1,2.8,8.8,0.325,0,front,D501,null,
D501,2e6ef0,1.7,3.85,1.45,-1,6.65,12.21,0.325,90,front,R520,null,
R520,9049A1,1.02,0.51,0.51,-1,9,12.21,0.325,180,front,null,null,
C507,094a66,6.8,7.8,6.1,-1,0.4,16.71,0.325,90,front,L501,null,
L501,368f99,4.6,4.1,2,-1,7.85,16.71,0.325,0,front,C520,null,
C520,7babd1,0.5,1,0.5,-1,13.1,10.1,0.325,90,front,null,ZD504,
ZD504,e02900,3.6,5.4,2.3,1,13.1,11.75,0.325,90,front,M503,null,
M503,1a1a1a,9.4,13.43,1.35,0,17.35,6.35,0.2,0,front,null,null,
B_RootHole,0,2,9,0.1,0,0,0,0.2,0,back,ZD501,C502,
ZD501,0e5ac4,3.85,1.7,1.45,-1,2.4,0,0.325,0,back,D503,C506,
D503,2225d6,2,3.9,1.5,-1,6.9,0,0.325,270,back,C511,null,
C511,5a12a6,1.9,3.5,1.9,-1,9.55,0,0.325,270,back,D505,null,
D505,fc9803,2,3.9,1.5,1,12.1,0,0.325,90,back,R530,null,
R530,f24b4b,3.2,1.6,0.6,1,14.75,0,0.325,180,back,null,C512,
C512,f27a46,1.9,3.5,1.9,1,14.75,2.25,0.325,90,back,null,null,
C506,1f2a8c,3.2,1.6,1.6,-1,2.4,2.35,0.325,180,back,R517,null,
R517,4e1f8c,2,1.25,0.6,-1,6.25,4.55,0.325,180,back,null,null,
C502,4595ad,3.5,1.9,1.9,-1,0,9.4,0.325,0,back,T501,R515,
T501,cecad488,22,24,24.9,0,4.15,6.45,0.2,0,back,null,null,
R515,6857b5,3.2,1.6,0.6,-1,0,11.95,0.325,180,back,null,C525,
C525,385369,1.6,0.8,0.8,-1,0,14.2,0.325,0,back,R526,null,
R526,0361ad,1.6,0.8,0.45,-1,2.25,30.85,0.325,0,back,null,null,
